태양광발전시설명,소재지도로명주소,소재지지번주소,위도,경도,설치상세위치구분명,가동상태구분명,설비용량,공급전압,주파수,설치연도,세부용도,허가일자,허가기관,설치면적,데이터기준일자,제공기관코드,제공기관명
강현태양광발전소,,"전북특별자치도 진안군 진안읍 정곡리 818-1, 818-2, 819, 820",,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
진안정가태양광발전소,,"전북특별자치도 진안군 진안읍 정곡리 818-1, 818-2, 819",,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
호수발전소,,전북특별자치도 진안군 진안읍 정곡리 818-1,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
문식태양광발전소,,"전북특별자치도 진안군 진안읍 정곡리 828, 818-1",,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
강호태양광2,,"전북특별자치도 진안군 진안읍 정곡리 828-1, 828-2,828-3",,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
클로버태양광발전소,,"전북특별자치도 진안군 진안읍 정곡리 828-2, 828-3, 828-13,828-14",,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
이호현태양광발전소,,"전북특별자치도 진안군 진안읍 정곡리 828, 828-1",,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
불칸태양광발전소,,전북특별자치도 진안군 진안읍 정곡리 828-11,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
유선태양광1호,,전북특별자치도 진안군 진안읍 정곡리 828-6,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
봉봉태양광,,전북특별자치도 진안군 진안읍 정곡리 828,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
정곡리태양광발전소2호,,전북특별자치도 진안군 진안읍 정곡리 828,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
정곡리태양광발전소1호,,전북특별자치도 진안군 진안읍 정곡리 828,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
천식태양광발전소,,전북특별자치도 진안군 진안읍 연장리 799-20,,,,정상가동,19.8,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
건윤태양광발전소,,전북특별자치도 진안군 진안읍 물곡리 1747,,,,정상가동,99.45,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
은종2호태양광발전소,,전북특별자치도 진안군 진안읍 물곡리 1747,,,,정상가동,99.45,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
참사랑4호태양광발전소,,전북특별자치도 진안군 부귀면 수항리 1462,,,,정상가동,80,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
참사랑2호태양광발전소,,전북특별자치도 진안군 부귀면 수항리 1462,,,,정상가동,46.98,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
참사랑3호태양광발전소,,전북특별자치도 진안군 부귀면 수항리 687-1,,,,정상가동,89.32,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
참사랑1호태양광발전소,,전북특별자치도 진안군 부귀면 수항리 817,,,,정상가동,99,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
능길태양광발전소1호,,"전북특별자치도 진안군 동향면 능금리 407, 410 건물상부",,,,정상가동,99.76,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
궁항1호태양광발전소,,전북특별자치도 진안군 부귀면 궁항리 192-89,,,,정상가동,199.2,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
궁항태양광발전소,,전북특별자치도 진안군 부귀면 궁항리 192-89,,,,정상가동,199.2,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
강남태양광발전소,,전북특별자치도 진안군 동향면 능금리 2155,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
대불리4호발전소,,"전북특별자치도 진안군 주천면 대불리 1359-1, 1359-3, 1360",,,,정상가동,98.1,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
대불리3호발전소,,"전북특별자치도 진안군 주천면 대불리 1359-1, 1359-3, 1359-4, 1360",,,,정상가동,98.1,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
대불리2호발전소,,"전북특별자치도 진안군 주천면 대불리 1359-1, 1359-3, 1359-4, 1360",,,,정상가동,99.44,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
대불리1호발전소,,"전북특별자치도 진안군 주천면 대불리 1359-1, 1359-3, 1359-4, 1360",,,,정상가동,99.44,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
지한태양광발전소,,전북특별자치도 진안군 마령면 덕천리 534-10,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
민서태양광발전소,,전북특별자치도 진안군 마령면 덕천리 322-11,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
명태양광발전소,,전북특별자치도 진안군 마령면 덕천리 534-11,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
예가동태양광발전소,,전북특별자치도 진안군 마령면 덕천리 322-7,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
이레태양광발전소,,전북특별자치도 진안군 마령면 덕천리 323-16,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
라니태양광발전소,,전북특별자치도 진안군 마령면 덕천리 322-15,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
카이에너지,,전북특별자치도 진안군 마령면 덕천리 323-9,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
문광6호태양광발전소,,전북특별자치도 진안군 마령면 덕천리 322-16,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
다율태양광발전소,,전북특별자치도 진안군 마령면 덕천리 323-12,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
시우2호태양광발전소,,전북특별자치도 진안군 마령면 덕천리 322-8,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
찬가2호태양광발전소,,전북특별자치도 진안군 마령면 덕천리 323-10,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
명민3호태양광발전소,,전북특별자치도 진안군 마령면 덕천리 322-9,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
시원태양광발전소,,전북특별자치도 진안군 마령면 덕천리 322-21,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
경영태양광발전소,,전북특별자치도 진안군 마령면 덕천리 322-10,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
노성3호태양광발전소,,전북특별자치도 진안군 마령면 덕천리 534,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
수정태양광발전소,,전북특별자치도 진안군 마령면 덕천리 322-12,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
문광7호태양광발전소,,전북특별자치도 진안군 마령면 덕천리 322-20,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
다은3태양광발전소,,"전북특별자치도 진안군 진안읍 반월리 1739, 1740",,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
경훈2태양광발전소,,"전북특별자치도 진안군 진안읍 반월리 1739, 1740",,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
누리1태양광발전소,,전북특별자치도 진안군 진안읍 반월리 1732,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
승진원태양광발전소,,전북특별자치도 진안군 진안읍 반월리 1732,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
누리3태양광발전소,,전북특별자치도 진안군 진안읍 반월리 1732,,,,정상가동,29.4,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
대광9호발전소,,전북특별자치도 진안군 백운면 운교리 415 건물상부,,,,정상가동,19.55,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
김*희태양광발전소,전북특별자치도 진안군 부귀면 불무실길 12-15,,,,,정상가동,19.11,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
경자태양광발전소,,"전북특별자치도 진안군 진안읍 물곡리 1399, 1400",,,,정상가동,69,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
김진2호태양광발전소,,전북특별자치도 진안군 진안읍 물곡리 1400,,,,정상가동,99.36,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
김진1호태양광발전소,,전북특별자치도 진안군 진안읍 물곡리 1400,,,,정상가동,99.36,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
박*수발전소,,전북특별자치도 진안군 마령면 계서리 1220-2,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
김*선태양광발전소,,"전북특별자치도 진안군 진안읍 가림리 763, 764, 765",,,,정상가동,95.55,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
가림3호발전소,,전북특별자치도 진안군 진안읍 가림리 393,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
가림2호발전소,,전북특별자치도 진안군 진안읍 가림리 393,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
가림1호발전소,,전북특별자치도 진안군 진안읍 가림리 393,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
선아태양광발전소,,"전북특별자치도 진안군 진안읍 가림리 427, 428, 429",,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
채연태양광발전소,,"전북특별자치도 진안군 진안읍 가림리 427, 429",,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
가영태양광발전소,,전북특별자치도 진안군 진안읍 가림리 429,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
영진태양광발전소,,전북특별자치도 진안군 진안읍 가림리 428,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
선인6호태양광발전소,,전북특별자치도 진안군 진안읍 가림리 623-8,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
선인5호태양광발전소,,전북특별자치도 진안군 진안읍 가림리 623-8,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
거성태양광발전소,,전북특별자치도 진안군 성수면 좌포리 898-1,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
성수태양광발전소,,전북특별자치도 진안군 성수면 좌포리 898-1,,,,정상가동,99.9,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
마령4호태양광발전소,,전북특별자치도 진안군 성수면 좌포리 17,,,,정상가동,99.45,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
마령3호태양광발전소,,전북특별자치도 진안군 성수면 좌포리 17,,,,정상가동,99.45,380,60,2021,,,전북특별자치도 진안군,,2026-05-07,4731000,전북특별자치도 진안군
