episode,sample_mean,Expected SARSA,Risk-aware Q-learning
4927,321.2,320.7,321.7
4928,349.2,328.7,369.7
4929,327.2,332.7,321.7
4930,360.2,365.7,354.7
4931,325.2,329.7,320.7
4932,320.7,319.7,321.7
4933,325.7,320.7,330.7
4934,358.7,358.7,358.7
4935,320.7,320.7,320.7
4936,371.2,401.7,340.7
4937,325.2,319.7,330.7
4938,369.7,339.7,399.7
4939,340.7,361.7,319.7
4940,325.2,329.7,320.7
4941,320.2,319.7,320.7
4942,336.2,351.7,320.7
4943,334.2,339.7,328.7
4944,325.2,329.7,320.7
4945,345.2,369.7,320.7
4946,320.7,321.7,319.7
4947,330.2,319.7,340.7
4948,344.7,359.7,329.7
4949,335.2,339.7,330.7
4950,319.7,320.7,318.7
4951,320.2,320.7,319.7
4952,336.2,352.7,319.7
4953,348.7,368.7,328.7
4954,340.7,360.7,320.7
4955,325.7,320.7,330.7
4956,352.7,384.7,320.7
4957,339.7,359.7,319.7
4958,365.2,369.7,360.7
4959,320.7,319.7,321.7
4960,347.7,337.7,357.7
4961,350.7,320.7,380.7
4962,321.2,321.7,320.7
4963,324.7,329.7,319.7
4964,351.2,380.7,321.7
4965,327.7,334.7,320.7
4966,360.2,360.7,359.7
4967,345.2,329.7,360.7
4968,318.7,318.7,318.7
4969,355.2,359.7,350.7
4970,320.7,320.7,320.7
4971,320.7,320.7,320.7
4972,350.2,359.7,340.7
4973,325.7,320.7,330.7
4974,347.7,352.7,342.7
4975,320.2,320.7,319.7
4976,345.2,330.7,359.7
4977,349.7,370.7,328.7
4978,320.7,320.7,320.7
4979,351.2,369.7,332.7
4980,350.7,340.7,360.7
4981,350.2,339.7,360.7
4982,340.7,320.7,360.7
4983,349.2,339.7,358.7
4984,320.2,320.7,319.7
4985,344.2,367.7,320.7
4986,339.7,359.7,319.7
4987,321.2,321.7,320.7
4988,321.2,320.7,321.7
4989,325.2,319.7,330.7
4990,325.2,320.7,329.7
4991,320.7,320.7,320.7
4992,340.2,360.7,319.7
4993,349.7,359.7,339.7
4994,320.7,320.7,320.7
4995,345.2,369.7,320.7
4996,362.7,399.7,325.7
4997,326.2,321.7,330.7
4998,320.7,321.7,319.7
4999,326.2,320.7,331.7
5000,325.2,329.7,320.7
5001,340.2,320.7,359.7
5002,350.7,381.7,319.7
5003,319.7,319.7,319.7
5004,330.7,320.7,340.7
5005,325.7,331.7,319.7
5006,341.2,361.7,320.7
5007,345.2,360.7,329.7
5008,320.7,319.7,321.7
5009,338.7,320.7,356.7
5010,330.7,340.7,320.7
5011,360.2,350.7,369.7
5012,320.7,320.7,320.7
5013,355.7,359.7,351.7
5014,321.7,321.7,321.7
5015,340.2,349.7,330.7
5016,370.2,380.7,359.7
5017,319.2,319.7,318.7
5018,320.2,319.7,320.7
5019,345.2,360.7,329.7
5020,325.7,331.7,319.7
5021,330.2,320.7,339.7
5022,364.2,367.7,360.7
5023,364.7,369.7,359.7
5024,344.2,328.7,359.7
5025,339.2,359.7,318.7
5026,321.2,320.7,321.7
5027,340.2,359.7,320.7
5028,339.7,360.7,318.7
5029,321.2,321.7,320.7
5030,335.7,350.7,320.7
5031,341.2,360.7,321.7
5032,325.2,329.7,320.7
5033,342.2,364.7,319.7
5034,329.2,327.7,330.7
5035,340.2,319.7,360.7
5036,351.2,383.7,318.7
5037,345.2,330.7,359.7
5038,340.2,359.7,320.7
5039,340.2,360.7,319.7
5040,334.7,349.7,319.7
5041,319.7,319.7,319.7
5042,342.2,363.7,320.7
5043,324.2,319.7,328.7
5044,339.7,335.7,343.7
5045,320.7,321.7,319.7
5046,320.7,329.7,311.7
5047,320.7,320.7,320.7
5048,326.2,330.7,321.7
5049,320.2,320.7,319.7
5050,324.2,328.7,319.7
5051,319.2,318.7,319.7
5052,339.7,358.7,320.7
5053,339.2,359.7,318.7
5054,334.2,347.7,320.7
5055,340.2,359.7,320.7
5056,319.7,318.7,320.7
5057,320.2,319.7,320.7
5058,352.7,365.7,339.7
5059,345.7,321.7,369.7
5060,319.7,320.7,318.7
5061,320.2,319.7,320.7
5062,334.7,349.7,319.7
5063,335.2,329.7,340.7
5064,340.2,320.7,359.7
5065,332.7,335.7,329.7
5066,358.7,329.7,387.7
5067,320.2,319.7,320.7
5068,321.7,321.7,321.7
5069,320.7,320.7,320.7
5070,320.2,319.7,320.7
5071,326.2,331.7,320.7
5072,320.2,319.7,320.7
5073,329.7,339.7,319.7
5074,350.2,380.7,319.7
5075,352.2,383.7,320.7
5076,325.7,330.7,320.7
5077,334.7,349.7,319.7
5078,340.2,359.7,320.7
5079,349.2,340.7,357.7
5080,320.7,320.7,320.7
5081,320.7,320.7,320.7
5082,379.2,359.7,398.7
5083,321.2,321.7,320.7
5084,340.2,359.7,320.7
5085,340.2,359.7,320.7
5086,335.7,320.7,350.7
5087,350.2,340.7,359.7
5088,320.2,320.7,319.7
5089,325.7,321.7,329.7
5090,320.2,320.7,319.7
5091,320.2,320.7,319.7
5092,344.2,357.7,330.7
5093,320.7,320.7,320.7
5094,335.2,330.7,339.7
5095,345.2,359.7,330.7
5096,330.2,320.7,339.7
5097,334.2,340.7,327.7
5098,320.2,320.7,319.7
5099,365.2,361.7,368.7
5100,318.7,317.7,319.7
5101,325.7,329.7,321.7
5102,379.2,358.7,399.7
5103,335.2,319.7,350.7
5104,354.7,389.7,319.7
5105,320.2,318.7,321.7
5106,359.2,357.7,360.7
5107,320.7,320.7,320.7
5108,330.2,320.7,339.7
5109,326.2,358.7,293.7
5110,320.7,321.7,319.7
5111,339.2,358.7,319.7
5112,331.2,342.7,319.7
5113,324.2,327.7,320.7
5114,319.7,319.7,319.7
5115,340.2,319.7,360.7
5116,320.2,319.7,320.7
5117,325.7,330.7,320.7
5118,339.7,319.7,359.7
5119,329.7,339.7,319.7
5120,320.7,320.7,320.7
5121,330.2,338.7,321.7
5122,378.2,396.7,359.7
5123,319.2,320.7,317.7
5124,321.2,321.7,320.7
5125,319.7,319.7,319.7
5126,332.7,320.7,344.7
5127,345.7,320.7,370.7
5128,320.2,321.7,318.7
5129,339.7,358.7,320.7
5130,344.7,368.7,320.7
5131,373.2,379.7,366.7
5132,354.7,368.7,340.7
5133,320.7,320.7,320.7
5134,325.2,320.7,329.7
5135,340.7,321.7,359.7
5136,325.7,330.7,320.7
5137,370.2,419.7,320.7
5138,350.2,319.7,380.7
5139,320.2,318.7,321.7
5140,320.2,319.7,320.7
5141,360.7,350.7,370.7
5142,341.2,361.7,320.7
5143,320.2,320.7,319.7
5144,340.2,320.7,359.7
5145,320.2,319.7,320.7
5146,330.7,340.7,320.7
5147,329.2,339.7,318.7
5148,324.2,319.7,328.7
5149,320.7,320.7,320.7
5150,334.7,339.7,329.7
5151,322.2,319.7,324.7
5152,340.2,360.7,319.7
5153,328.7,321.7,335.7
5154,324.7,328.7,320.7
5155,319.2,318.7,319.7
5156,347.7,319.7,375.7
5157,320.2,319.7,320.7
5158,338.7,357.7,319.7
5159,325.2,319.7,330.7
5160,320.2,320.7,319.7
5161,338.7,318.7,358.7
5162,344.7,358.7,330.7
5163,339.2,319.7,358.7
5164,340.7,320.7,360.7
5165,320.2,318.7,321.7
5166,355.2,370.7,339.7
5167,324.7,319.7,329.7
5168,321.7,321.7,321.7
5169,337.2,319.7,354.7
5170,328.7,328.7,328.7
5171,362.2,365.7,358.7
5172,330.2,340.7,319.7
5173,338.2,321.7,354.7
5174,321.2,320.7,321.7
5175,350.2,320.7,379.7
5176,348.2,349.7,346.7
5177,340.7,360.7,320.7
5178,344.7,369.7,319.7
5179,330.2,339.7,320.7
5180,320.2,319.7,320.7
5181,319.7,319.7,319.7
5182,353.7,329.7,377.7
5183,363.2,339.7,386.7
5184,360.2,340.7,379.7
5185,335.2,320.7,349.7
5186,320.7,320.7,320.7
5187,334.7,349.7,319.7
5188,355.7,321.7,389.7
5189,349.7,329.7,369.7
5190,320.7,320.7,320.7
5191,340.2,320.7,359.7
5192,320.2,320.7,319.7
5193,326.2,321.7,330.7
5194,344.7,329.7,359.7
5195,325.2,319.7,330.7
5196,330.2,320.7,339.7
5197,344.7,369.7,319.7
5198,339.7,319.7,359.7
5199,349.7,359.7,339.7
5200,345.2,359.7,330.7
5201,320.2,320.7,319.7
5202,353.7,318.7,388.7
5203,345.7,360.7,330.7
5204,319.7,318.7,320.7
5205,319.2,319.7,318.7
5206,349.7,379.7,319.7
5207,320.7,320.7,320.7
5208,340.2,359.7,320.7
5209,330.2,339.7,320.7
5210,324.7,319.7,329.7
5211,325.2,330.7,319.7
5212,320.2,319.7,320.7
5213,349.2,337.7,360.7
5214,335.2,319.7,350.7
5215,354.7,334.7,374.7
5216,326.2,331.7,320.7
5217,330.2,339.7,320.7
5218,329.7,329.7,329.7
5219,320.2,319.7,320.7
5220,384.2,398.7,369.7
5221,340.7,361.7,319.7
5222,320.2,319.7,320.7
5223,320.7,319.7,321.7
5224,335.2,340.7,329.7
5225,325.2,330.7,319.7
5226,319.7,318.7,320.7
5227,349.7,319.7,379.7
5228,320.7,320.7,320.7
5229,339.2,358.7,319.7
5230,350.2,320.7,379.7
5231,337.7,320.7,354.7
5232,320.7,321.7,319.7
5233,330.2,328.7,331.7
5234,319.7,319.7,319.7
5235,339.7,330.7,348.7
5236,321.2,320.7,321.7
5237,325.2,319.7,330.7
5238,345.7,320.7,370.7
5239,339.7,359.7,319.7
5240,320.2,319.7,320.7
5241,300.7,280.7,320.7
5242,354.7,388.7,320.7
5243,326.7,320.7,332.7
5244,336.7,319.7,353.7
5245,340.2,319.7,360.7
5246,319.7,319.7,319.7
5247,319.7,319.7,319.7
5248,341.2,361.7,320.7
5249,350.2,379.7,320.7
5250,325.2,329.7,320.7
5251,325.2,329.7,320.7
5252,348.7,330.7,366.7
5253,331.2,341.7,320.7
5254,325.7,321.7,329.7
5255,325.2,330.7,319.7
5256,330.7,320.7,340.7
5257,341.2,351.7,330.7
5258,338.7,321.7,355.7
5259,319.7,319.7,319.7
5260,351.2,368.7,333.7
5261,325.2,320.7,329.7
5262,343.2,320.7,365.7
5263,319.7,318.7,320.7
5264,350.2,329.7,370.7
5265,339.7,319.7,359.7
5266,345.7,330.7,360.7
5267,340.2,359.7,320.7
5268,320.2,320.7,319.7
5269,328.2,335.7,320.7
5270,319.7,317.7,321.7
5271,340.2,359.7,320.7
5272,320.7,320.7,320.7
5273,345.2,330.7,359.7
5274,330.7,340.7,320.7
5275,339.7,359.7,319.7
5276,339.7,357.7,321.7
5277,330.7,321.7,339.7
5278,340.2,360.7,319.7
5279,330.7,331.7,329.7
5280,319.7,319.7,319.7
5281,325.7,330.7,320.7
5282,319.7,319.7,319.7
5283,321.2,321.7,320.7
5284,319.7,319.7,319.7
5285,326.2,330.7,321.7
5286,339.7,320.7,358.7
5287,347.2,350.7,343.7
5288,337.7,320.7,354.7
5289,319.7,320.7,318.7
5290,326.2,321.7,330.7
5291,344.2,357.7,330.7
5292,317.2,352.7,281.7
5293,323.2,324.7,321.7
5294,360.2,361.7,358.7
5295,340.2,321.7,358.7
5296,321.2,321.7,320.7
5297,320.2,320.7,319.7
5298,354.2,358.7,349.7
5299,320.7,320.7,320.7
5300,340.7,359.7,321.7
5301,340.2,319.7,360.7
5302,344.7,319.7,369.7
5303,359.7,359.7,359.7
5304,341.2,361.7,320.7
5305,340.7,360.7,320.7
5306,320.7,321.7,319.7
5307,320.2,319.7,320.7
5308,320.2,319.7,320.7
5309,330.2,321.7,338.7
5310,345.7,362.7,328.7
5311,325.2,329.7,320.7
5312,330.2,319.7,340.7
5313,348.7,319.7,377.7
5314,320.2,318.7,321.7
5315,356.2,352.7,359.7
5316,334.7,319.7,349.7
5317,336.7,321.7,351.7
5318,343.2,360.7,325.7
5319,319.2,318.7,319.7
5320,346.7,368.7,324.7
5321,350.7,379.7,321.7
5322,350.2,359.7,340.7
5323,348.2,365.7,330.7
5324,325.2,330.7,319.7
5325,321.2,320.7,321.7
5326,340.2,359.7,320.7
5327,340.7,320.7,360.7
5328,335.2,329.7,340.7
5329,341.2,360.7,321.7
5330,326.2,330.7,321.7
5331,340.2,359.7,320.7
5332,358.7,359.7,357.7
5333,350.2,330.7,369.7
5334,340.2,360.7,319.7
5335,324.2,318.7,329.7
5336,320.7,319.7,321.7
5337,320.2,319.7,320.7
5338,339.7,358.7,320.7
5339,333.2,346.7,319.7
5340,305.7,320.7,290.7
5341,336.2,329.7,342.7
5342,320.7,320.7,320.7
5343,329.7,319.7,339.7
5344,325.2,320.7,329.7
5345,340.2,360.7,319.7
5346,321.2,321.7,320.7
5347,334.2,318.7,349.7
5348,324.7,329.7,319.7
5349,350.7,320.7,380.7
5350,335.2,340.7,329.7
5351,375.7,367.7,383.7
5352,325.2,320.7,329.7
5353,336.2,321.7,350.7
5354,321.2,321.7,320.7
5355,320.2,319.7,320.7
5356,345.2,359.7,330.7
5357,319.7,319.7,319.7
5358,325.2,330.7,319.7
5359,320.2,320.7,319.7
5360,335.2,342.7,327.7
5361,369.2,417.7,320.7
5362,320.2,320.7,319.7
5363,340.2,359.7,320.7
5364,341.7,320.7,362.7
5365,321.7,321.7,321.7
5366,334.7,318.7,350.7
5367,319.7,319.7,319.7
5368,340.7,351.7,329.7
5369,320.7,320.7,320.7
5370,320.7,321.7,319.7
5371,336.2,352.7,319.7
5372,323.7,320.7,326.7
5373,320.7,321.7,319.7
5374,320.7,320.7,320.7
5375,330.2,340.7,319.7
5376,325.7,319.7,331.7
5377,327.7,320.7,334.7
5378,340.2,320.7,359.7
5379,384.7,409.7,359.7
5380,331.2,320.7,341.7
5381,321.2,320.7,321.7
5382,332.7,330.7,334.7
5383,349.7,378.7,320.7
5384,330.2,329.7,330.7
5385,340.2,320.7,359.7
5386,384.7,389.7,379.7
5387,320.7,320.7,320.7
5388,320.7,321.7,319.7
5389,321.7,321.7,321.7
5390,354.2,379.7,328.7
5391,325.7,330.7,320.7
5392,334.7,319.7,349.7
5393,320.7,320.7,320.7
5394,353.7,385.7,321.7
5395,320.7,320.7,320.7
5396,335.2,339.7,330.7
5397,330.2,340.7,319.7
5398,378.7,399.7,357.7
5399,359.7,359.7,359.7
5400,353.2,349.7,356.7
5401,330.2,330.7,329.7
5402,349.7,369.7,329.7
5403,321.7,321.7,321.7
5404,325.2,331.7,318.7
5405,331.2,331.7,330.7
5406,350.2,369.7,330.7
5407,356.2,391.7,320.7
5408,341.2,321.7,360.7
5409,330.7,340.7,320.7
5410,321.2,320.7,321.7
5411,384.2,387.7,380.7
5412,325.2,320.7,329.7
5413,325.7,320.7,330.7
5414,356.2,392.7,319.7
5415,319.2,319.7,318.7
5416,351.2,361.7,340.7
5417,349.7,329.7,369.7
5418,345.7,330.7,360.7
5419,321.2,320.7,321.7
5420,360.7,359.7,361.7
5421,327.7,335.7,319.7
5422,329.2,328.7,329.7
5423,320.7,320.7,320.7
5424,341.2,320.7,361.7
5425,325.7,320.7,330.7
5426,331.2,340.7,321.7
5427,350.2,340.7,359.7
5428,325.7,331.7,319.7
5429,335.2,349.7,320.7
5430,319.7,319.7,319.7
5431,328.7,320.7,336.7
5432,325.2,329.7,320.7
5433,335.2,349.7,320.7
5434,339.7,359.7,319.7
5435,336.2,321.7,350.7
5436,321.2,321.7,320.7
5437,325.7,330.7,320.7
5438,340.2,349.7,330.7
5439,319.2,318.7,319.7
5440,344.7,358.7,330.7
5441,359.7,388.7,330.7
5442,354.7,389.7,319.7
5443,325.7,330.7,320.7
5444,319.7,319.7,319.7
5445,328.7,320.7,336.7
5446,359.7,378.7,340.7
5447,319.7,318.7,320.7
5448,320.2,319.7,320.7
5449,340.2,320.7,359.7
5450,343.7,321.7,365.7
5451,349.2,378.7,319.7
5452,330.2,319.7,340.7
5453,335.7,319.7,351.7
5454,326.2,330.7,321.7
5455,348.2,377.7,318.7
5456,321.2,321.7,320.7
5457,325.7,330.7,320.7
5458,300.7,319.7,281.7
5459,334.7,347.7,321.7
5460,322.2,320.7,323.7
5461,320.2,320.7,319.7
5462,330.2,330.7,329.7
5463,339.7,358.7,320.7
5464,354.7,338.7,370.7
5465,319.7,319.7,319.7
5466,339.2,358.7,319.7
5467,320.7,320.7,320.7
5468,339.2,357.7,320.7
5469,340.7,361.7,319.7
5470,338.2,337.7,338.7
5471,319.7,319.7,319.7
5472,320.7,320.7,320.7
5473,345.2,329.7,360.7
5474,340.7,320.7,360.7
5475,340.2,359.7,320.7
5476,340.2,320.7,359.7
5477,320.2,319.7,320.7
5478,349.2,377.7,320.7
5479,344.7,359.7,329.7
5480,327.7,319.7,335.7
5481,343.2,320.7,365.7
5482,326.2,321.7,330.7
5483,338.7,355.7,321.7
5484,339.7,319.7,359.7
5485,319.7,320.7,318.7
5486,329.7,340.7,318.7
5487,356.7,329.7,383.7
5488,335.2,340.7,329.7
5489,364.7,338.7,390.7
5490,325.2,319.7,330.7
5491,320.2,320.7,319.7
5492,324.7,328.7,320.7
5493,360.2,359.7,360.7
5494,320.2,319.7,320.7
5495,320.7,321.7,319.7
5496,320.2,320.7,319.7
5497,324.7,329.7,319.7
5498,325.2,330.7,319.7
5499,345.7,320.7,370.7
5500,412.2,389.7,434.7
5501,335.2,339.7,330.7
5502,319.7,320.7,318.7
5503,340.2,319.7,360.7
5504,332.7,335.7,329.7
5505,349.2,329.7,368.7
5506,340.2,359.7,320.7
5507,327.7,329.7,325.7
5508,339.2,320.7,357.7
5509,319.7,319.7,319.7
5510,321.2,321.7,320.7
5511,340.2,320.7,359.7
5512,354.7,389.7,319.7
5513,329.2,320.7,337.7
5514,345.2,370.7,319.7
5515,330.2,319.7,340.7
5516,360.7,351.7,369.7
5517,320.2,319.7,320.7
5518,319.2,319.7,318.7
5519,319.7,319.7,319.7
5520,319.7,319.7,319.7
5521,321.2,321.7,320.7
5522,349.2,329.7,368.7
5523,320.2,320.7,319.7
5524,344.2,367.7,320.7
5525,349.7,320.7,378.7
5526,326.7,333.7,319.7
5527,319.7,319.7,319.7
5528,335.7,341.7,329.7
5529,340.7,360.7,320.7
5530,350.2,380.7,319.7
5531,340.2,360.7,319.7
5532,319.7,319.7,319.7
5533,336.7,319.7,353.7
5534,369.7,359.7,379.7
5535,339.7,358.7,320.7
5536,321.2,321.7,320.7
5537,340.7,350.7,330.7
5538,320.7,320.7,320.7
5539,335.2,320.7,349.7
5540,320.2,319.7,320.7
5541,319.7,318.7,320.7
5542,342.2,324.7,359.7
5543,330.7,340.7,320.7
5544,341.7,361.7,321.7
5545,360.2,379.7,340.7
5546,355.2,360.7,349.7
5547,349.7,378.7,320.7
5548,326.7,320.7,332.7
5549,332.7,319.7,345.7
5550,320.7,320.7,320.7
5551,343.7,366.7,320.7
5552,320.7,321.7,319.7
5553,369.2,367.7,370.7
5554,339.2,358.7,319.7
5555,341.2,321.7,360.7
5556,347.2,373.7,320.7
5557,349.2,378.7,319.7
5558,330.7,339.7,321.7
5559,344.7,358.7,330.7
5560,325.2,330.7,319.7
5561,338.7,357.7,319.7
5562,344.7,329.7,359.7
5563,320.7,320.7,320.7
5564,341.2,361.7,320.7
5565,320.2,320.7,319.7
5566,345.2,330.7,359.7
5567,330.7,340.7,320.7
5568,360.2,389.7,330.7
5569,325.7,319.7,331.7
5570,360.2,358.7,361.7
5571,325.2,330.7,319.7
5572,340.2,320.7,359.7
5573,320.7,320.7,320.7
5574,329.2,319.7,338.7
5575,331.7,319.7,343.7
5576,321.7,319.7,323.7
5577,325.7,330.7,320.7
5578,338.7,320.7,356.7
5579,339.2,358.7,319.7
5580,345.2,330.7,359.7
5581,344.7,369.7,319.7
5582,320.7,320.7,320.7
5583,339.7,358.7,320.7
5584,325.2,320.7,329.7
5585,325.7,331.7,319.7
5586,344.7,370.7,318.7
5587,347.7,374.7,320.7
5588,330.7,342.7,318.7
5589,324.7,320.7,328.7
5590,335.7,350.7,320.7
5591,332.2,319.7,344.7
5592,320.2,320.7,319.7
5593,345.7,370.7,320.7
5594,319.7,319.7,319.7
5595,339.2,358.7,319.7
5596,319.7,318.7,320.7
5597,344.2,320.7,367.7
5598,344.2,369.7,318.7
5599,330.2,339.7,320.7
5600,329.7,339.7,319.7
5601,344.7,369.7,319.7
5602,333.7,345.7,321.7
5603,333.2,336.7,329.7
5604,325.2,329.7,320.7
5605,361.2,368.7,353.7
5606,340.2,360.7,319.7
5607,326.2,330.7,321.7
5608,342.7,354.7,330.7
5609,321.7,321.7,321.7
5610,364.7,369.7,359.7
5611,339.2,357.7,320.7
5612,325.7,320.7,330.7
5613,347.2,374.7,319.7
5614,344.2,320.7,367.7
5615,320.7,320.7,320.7
5616,320.2,320.7,319.7
5617,325.2,319.7,330.7
5618,339.7,319.7,359.7
5619,349.7,340.7,358.7
5620,324.7,329.7,319.7
5621,320.2,320.7,319.7
5622,320.2,320.7,319.7
5623,320.2,319.7,320.7
5624,320.2,320.7,319.7
5625,325.2,329.7,320.7
5626,337.7,319.7,355.7
5627,345.2,369.7,320.7
5628,339.2,357.7,320.7
5629,320.2,319.7,320.7
5630,326.2,331.7,320.7
5631,339.2,319.7,358.7
5632,319.7,319.7,319.7
5633,321.2,321.7,320.7
5634,345.7,360.7,330.7
5635,339.2,329.7,348.7
5636,319.2,318.7,319.7
5637,320.2,319.7,320.7
5638,345.2,369.7,320.7
5639,338.2,355.7,320.7
5640,326.2,319.7,332.7
5641,354.2,367.7,340.7
5642,320.7,320.7,320.7
5643,365.2,370.7,359.7
5644,320.2,320.7,319.7
5645,346.2,345.7,346.7
5646,330.2,319.7,340.7
5647,333.7,320.7,346.7
5648,339.7,358.7,320.7
5649,319.7,320.7,318.7
5650,320.7,319.7,321.7
5651,349.2,329.7,368.7
5652,320.2,320.7,319.7
5653,325.7,320.7,330.7
5654,325.7,320.7,330.7
5655,320.7,320.7,320.7
5656,319.7,319.7,319.7
5657,344.7,368.7,320.7
5658,320.7,320.7,320.7
5659,338.2,330.7,345.7
5660,345.7,330.7,360.7
5661,334.2,329.7,338.7
5662,320.2,319.7,320.7
5663,345.7,370.7,320.7
5664,330.2,339.7,320.7
5665,320.2,319.7,320.7
5666,326.2,330.7,321.7
5667,320.7,321.7,319.7
5668,320.2,319.7,320.7
5669,325.7,330.7,320.7
5670,330.7,340.7,320.7
5671,355.2,329.7,380.7
5672,320.7,320.7,320.7
5673,339.7,320.7,358.7
5674,328.2,335.7,320.7
5675,341.7,361.7,321.7
5676,331.2,321.7,340.7
5677,321.2,320.7,321.7
5678,330.2,339.7,320.7
5679,325.7,320.7,330.7
5680,325.2,320.7,329.7
5681,301.2,320.7,281.7
5682,344.2,330.7,357.7
5683,325.2,319.7,330.7
5684,340.2,320.7,359.7
5685,350.7,320.7,380.7
5686,319.7,319.7,319.7
5687,336.2,353.7,318.7
5688,319.7,319.7,319.7
5689,320.2,320.7,319.7
5690,320.7,319.7,321.7
5691,340.2,359.7,320.7
5692,325.2,320.7,329.7
5693,350.2,369.7,330.7
5694,326.2,331.7,320.7
5695,343.7,368.7,318.7
5696,335.7,350.7,320.7
5697,343.7,329.7,357.7
5698,346.7,363.7,329.7
5699,342.7,331.7,353.7
5700,334.7,320.7,348.7
5701,339.7,359.7,319.7
5702,320.7,320.7,320.7
5703,335.7,350.7,320.7
5704,340.7,330.7,350.7
5705,324.7,319.7,329.7
5706,320.2,320.7,319.7
5707,352.7,343.7,361.7
5708,320.7,319.7,321.7
5709,335.7,331.7,339.7
5710,365.2,364.7,365.7
5711,353.2,365.7,340.7
5712,345.2,359.7,330.7
5713,335.2,349.7,320.7
5714,341.2,320.7,361.7
5715,320.2,320.7,319.7
5716,327.2,335.7,318.7
5717,364.2,319.7,408.7
5718,325.2,318.7,331.7
5719,320.7,320.7,320.7
5720,359.7,358.7,360.7
5721,345.7,370.7,320.7
5722,329.7,330.7,328.7
5723,331.7,329.7,333.7
5724,358.7,359.7,357.7
5725,336.7,319.7,353.7
5726,354.2,378.7,329.7
5727,325.2,328.7,321.7
5728,341.2,360.7,321.7
5729,329.7,340.7,318.7
5730,345.7,330.7,360.7
5731,349.2,378.7,319.7
5732,351.2,380.7,321.7
5733,330.2,319.7,340.7
5734,320.7,320.7,320.7
5735,319.7,319.7,319.7
5736,335.2,349.7,320.7
5737,320.2,319.7,320.7
5738,320.2,321.7,318.7
5739,324.7,329.7,319.7
5740,340.2,360.7,319.7
5741,320.7,319.7,321.7
5742,320.7,319.7,321.7
5743,340.7,360.7,320.7
5744,339.7,359.7,319.7
5745,340.2,339.7,340.7
5746,330.2,319.7,340.7
5747,325.7,321.7,329.7
5748,345.7,370.7,320.7
5749,333.2,336.7,329.7
5750,325.2,319.7,330.7
5751,324.7,319.7,329.7
5752,320.2,319.7,320.7
5753,340.2,359.7,320.7
5754,345.2,330.7,359.7
5755,339.2,358.7,319.7
5756,321.2,320.7,321.7
5757,320.7,320.7,320.7
5758,346.7,333.7,359.7
5759,344.7,358.7,330.7
5760,319.7,319.7,319.7
5761,321.2,321.7,320.7
5762,320.2,319.7,320.7
5763,320.7,320.7,320.7
5764,325.2,329.7,320.7
5765,330.2,330.7,329.7
5766,349.7,380.7,318.7
5767,321.2,321.7,320.7
5768,320.7,320.7,320.7
5769,329.7,319.7,339.7
5770,320.7,320.7,320.7
5771,320.7,320.7,320.7
5772,345.2,370.7,319.7
5773,320.7,320.7,320.7
5774,334.7,339.7,329.7
5775,339.7,359.7,319.7
5776,320.2,319.7,320.7
5777,320.2,320.7,319.7
5778,340.7,341.7,339.7
5779,351.2,321.7,380.7
5780,320.7,320.7,320.7
5781,321.2,321.7,320.7
5782,343.7,321.7,365.7
5783,325.7,320.7,330.7
5784,340.7,320.7,360.7
5785,321.2,321.7,320.7
5786,325.7,320.7,330.7
5787,319.7,318.7,320.7
5788,319.7,319.7,319.7
5789,328.2,319.7,336.7
5790,375.2,429.7,320.7
5791,319.7,320.7,318.7
5792,350.2,330.7,369.7
5793,320.7,320.7,320.7
5794,330.7,330.7,330.7
5795,337.7,339.7,335.7
5796,362.7,370.7,354.7
5797,334.7,319.7,349.7
5798,325.7,320.7,330.7
5799,361.2,361.7,360.7
5800,331.2,330.7,331.7
5801,340.7,360.7,320.7
5802,344.7,369.7,319.7
5803,358.7,358.7,358.7
5804,350.7,320.7,380.7
5805,320.2,320.7,319.7
5806,333.7,340.7,326.7
5807,320.7,320.7,320.7
5808,337.7,340.7,334.7
5809,337.7,355.7,319.7
5810,324.7,330.7,318.7
5811,353.7,340.7,366.7
5812,344.7,319.7,369.7
5813,328.2,319.7,336.7
5814,329.2,319.7,338.7
5815,320.2,319.7,320.7
5816,339.7,359.7,319.7
5817,325.2,329.7,320.7
5818,341.2,361.7,320.7
5819,325.2,319.7,330.7
5820,321.2,320.7,321.7
5821,320.2,319.7,320.7
5822,364.2,359.7,368.7
5823,330.7,320.7,340.7
5824,325.7,319.7,331.7
5825,344.2,367.7,320.7
5826,345.2,359.7,330.7
5827,320.7,320.7,320.7
5828,326.2,321.7,330.7
5829,320.7,320.7,320.7
5830,325.7,321.7,329.7
5831,320.7,320.7,320.7
5832,325.2,320.7,329.7
5833,340.7,320.7,360.7
5834,334.7,328.7,340.7
5835,349.2,321.7,376.7
5836,326.2,319.7,332.7
5837,324.7,320.7,328.7
5838,319.7,319.7,319.7
5839,315.7,319.7,311.7
5840,337.2,318.7,355.7
5841,321.2,321.7,320.7
5842,345.2,319.7,370.7
5843,343.7,358.7,328.7
5844,339.2,358.7,319.7
5845,326.2,330.7,321.7
5846,335.2,320.7,349.7
5847,326.2,330.7,321.7
5848,329.7,319.7,339.7
5849,319.7,319.7,319.7
5850,320.7,321.7,319.7
5851,320.2,320.7,319.7
5852,320.7,320.7,320.7
5853,325.7,329.7,321.7
5854,340.7,360.7,320.7
5855,339.7,358.7,320.7
5856,340.2,359.7,320.7
5857,344.7,329.7,359.7
