episode,sample_mean,Expected SARSA,Risk-aware Q-learning
2647,345.7,361.7,329.7
2648,349.7,330.7,368.7
2649,339.2,358.7,319.7
2650,343.7,318.7,368.7
2651,364.7,359.7,369.7
2652,325.2,320.7,329.7
2653,355.2,379.7,330.7
2654,346.2,331.7,360.7
2655,346.7,360.7,332.7
2656,327.7,335.7,319.7
2657,335.7,349.7,321.7
2658,354.7,388.7,320.7
2659,359.7,359.7,359.7
2660,330.2,340.7,319.7
2661,346.2,370.7,321.7
2662,340.2,350.7,329.7
2663,372.2,369.7,374.7
2664,358.7,357.7,359.7
2665,319.7,320.7,318.7
2666,381.2,381.7,380.7
2667,349.7,369.7,329.7
2668,375.2,359.7,390.7
2669,339.2,358.7,319.7
2670,339.7,318.7,360.7
2671,319.2,318.7,319.7
2672,383.2,377.7,388.7
2673,369.7,379.7,359.7
2674,329.7,338.7,320.7
2675,340.2,358.7,321.7
2676,324.7,329.7,319.7
2677,324.7,329.7,319.7
2678,339.7,357.7,321.7
2679,352.7,369.7,335.7
2680,354.7,369.7,339.7
2681,320.2,320.7,319.7
2682,345.7,361.7,329.7
2683,343.7,368.7,318.7
2684,349.2,360.7,337.7
2685,355.7,371.7,339.7
2686,364.7,369.7,359.7
2687,325.2,329.7,320.7
2688,320.2,319.7,320.7
2689,345.7,330.7,360.7
2690,339.2,358.7,319.7
2691,355.7,379.7,331.7
2692,359.7,378.7,340.7
2693,339.7,360.7,318.7
2694,324.2,328.7,319.7
2695,345.2,320.7,369.7
2696,359.7,359.7,359.7
2697,320.2,319.7,320.7
2698,343.7,317.7,369.7
2699,350.2,370.7,329.7
2700,349.2,359.7,338.7
2701,355.7,360.7,350.7
2702,365.7,370.7,360.7
2703,345.7,360.7,330.7
2704,320.2,321.7,318.7
2705,349.7,378.7,320.7
2706,386.7,368.7,404.7
2707,349.7,380.7,318.7
2708,330.7,321.7,339.7
2709,330.7,336.7,324.7
2710,346.7,353.7,339.7
2711,347.7,358.7,336.7
2712,365.2,359.7,370.7
2713,364.7,359.7,369.7
2714,345.2,369.7,320.7
2715,363.7,367.7,359.7
2716,353.7,338.7,368.7
2717,341.7,319.7,363.7
2718,353.2,359.7,346.7
2719,325.2,320.7,329.7
2720,384.7,359.7,409.7
2721,354.7,358.7,350.7
2722,319.7,319.7,319.7
2723,320.7,319.7,321.7
2724,344.2,328.7,359.7
2725,343.7,329.7,357.7
2726,359.7,357.7,361.7
2727,319.7,319.7,319.7
2728,367.7,364.7,370.7
2729,354.7,369.7,339.7
2730,365.2,369.7,360.7
2731,339.7,319.7,359.7
2732,369.2,359.7,378.7
2733,349.7,378.7,320.7
2734,361.2,360.7,361.7
2735,339.7,359.7,319.7
2736,359.7,359.7,359.7
2737,385.2,451.7,318.7
2738,323.7,327.7,319.7
2739,354.7,358.7,350.7
2740,325.2,329.7,320.7
2741,344.7,359.7,329.7
2742,327.2,320.7,333.7
2743,355.2,379.7,330.7
2744,349.2,359.7,338.7
2745,372.7,394.7,350.7
2746,405.7,406.7,404.7
2747,340.2,360.7,319.7
2748,334.7,349.7,319.7
2749,331.2,340.7,321.7
2750,327.7,329.7,325.7
2751,350.2,369.7,330.7
2752,339.7,319.7,359.7
2753,350.2,370.7,329.7
2754,370.2,360.7,379.7
2755,359.7,358.7,360.7
2756,339.2,358.7,319.7
2757,339.7,359.7,319.7
2758,362.7,380.7,344.7
2759,360.2,330.7,389.7
2760,338.7,350.7,326.7
2761,348.2,360.7,335.7
2762,335.2,290.7,379.7
2763,340.2,320.7,359.7
2764,343.7,357.7,329.7
2765,343.7,319.7,367.7
2766,345.2,320.7,369.7
2767,331.7,329.7,333.7
2768,330.7,330.7,330.7
2769,325.2,319.7,330.7
2770,344.2,368.7,319.7
2771,345.2,320.7,369.7
2772,344.7,360.7,328.7
2773,339.7,359.7,319.7
2774,339.7,320.7,358.7
2775,333.7,346.7,320.7
2776,344.7,329.7,359.7
2777,345.2,320.7,369.7
2778,362.2,368.7,355.7
2779,324.2,328.7,319.7
2780,345.2,330.7,359.7
2781,360.2,360.7,359.7
2782,378.2,369.7,386.7
2783,359.7,389.7,329.7
2784,350.7,363.7,337.7
2785,344.2,368.7,319.7
2786,341.2,341.7,340.7
2787,320.2,320.7,319.7
2788,354.7,370.7,338.7
2789,328.7,335.7,321.7
2790,360.2,360.7,359.7
2791,319.7,320.7,318.7
2792,325.2,329.7,320.7
2793,320.2,319.7,320.7
2794,354.7,369.7,339.7
2795,349.7,360.7,338.7
2796,340.2,360.7,319.7
2797,344.2,359.7,328.7
2798,319.7,319.7,319.7
2799,342.7,364.7,320.7
2800,354.2,319.7,388.7
2801,345.2,320.7,369.7
2802,374.2,359.7,388.7
2803,320.2,320.7,319.7
2804,320.2,320.7,319.7
2805,334.2,330.7,337.7
2806,361.2,400.7,321.7
2807,343.2,329.7,356.7
2808,346.7,349.7,343.7
2809,360.7,360.7,360.7
2810,342.7,358.7,326.7
2811,325.2,330.7,319.7
2812,354.7,378.7,330.7
2813,340.7,359.7,321.7
2814,359.7,359.7,359.7
2815,324.2,320.7,327.7
2816,329.2,338.7,319.7
2817,343.2,359.7,326.7
2818,345.7,369.7,321.7
2819,340.7,321.7,359.7
2820,339.2,358.7,319.7
2821,327.7,319.7,335.7
2822,352.2,373.7,330.7
2823,342.2,329.7,354.7
2824,369.2,369.7,368.7
2825,340.7,340.7,340.7
2826,325.2,329.7,320.7
2827,365.2,409.7,320.7
2828,331.2,320.7,341.7
2829,359.2,358.7,359.7
2830,331.2,321.7,340.7
2831,325.7,330.7,320.7
2832,329.7,328.7,330.7
2833,340.7,359.7,321.7
2834,340.7,360.7,320.7
2835,369.7,359.7,379.7
2836,349.2,378.7,319.7
2837,355.7,390.7,320.7
2838,350.2,378.7,321.7
2839,359.7,388.7,330.7
2840,370.2,350.7,389.7
2841,360.7,361.7,359.7
2842,352.7,343.7,361.7
2843,340.2,319.7,360.7
2844,378.7,398.7,358.7
2845,325.7,330.7,320.7
2846,324.7,319.7,329.7
2847,353.2,350.7,355.7
2848,360.2,370.7,349.7
2849,334.2,319.7,348.7
2850,344.7,368.7,320.7
2851,351.2,340.7,361.7
2852,335.7,350.7,320.7
2853,360.2,358.7,361.7
2854,342.7,352.7,332.7
2855,360.2,369.7,350.7
2856,354.7,359.7,349.7
2857,375.2,360.7,389.7
2858,349.2,329.7,368.7
2859,380.7,321.7,439.7
2860,339.2,349.7,328.7
2861,324.7,328.7,320.7
2862,321.2,360.7,281.7
2863,326.2,320.7,331.7
2864,340.7,360.7,320.7
2865,370.2,361.7,378.7
2866,325.2,319.7,330.7
2867,320.2,318.7,321.7
2868,330.7,320.7,340.7
2869,371.2,399.7,342.7
2870,344.7,320.7,368.7
2871,344.2,358.7,329.7
2872,341.2,361.7,320.7
2873,340.2,360.7,319.7
2874,369.2,360.7,377.7
2875,346.7,371.7,321.7
2876,329.7,328.7,330.7
2877,350.2,378.7,321.7
2878,355.2,318.7,391.7
2879,344.7,360.7,328.7
2880,359.7,359.7,359.7
2881,344.7,369.7,319.7
2882,360.7,359.7,361.7
2883,320.7,320.7,320.7
2884,354.2,319.7,388.7
2885,374.7,359.7,389.7
2886,367.2,359.7,374.7
2887,354.7,379.7,329.7
2888,319.2,319.7,318.7
2889,330.2,330.7,329.7
2890,339.7,359.7,319.7
2891,350.7,341.7,359.7
2892,349.7,370.7,328.7
2893,320.2,319.7,320.7
2894,360.2,360.7,359.7
2895,364.2,370.7,357.7
2896,349.7,369.7,329.7
2897,324.7,329.7,319.7
2898,344.7,369.7,319.7
2899,355.7,360.7,350.7
2900,320.7,321.7,319.7
2901,320.2,320.7,319.7
2902,364.7,360.7,368.7
2903,342.7,354.7,330.7
2904,345.2,359.7,330.7
2905,347.2,361.7,332.7
2906,319.2,319.7,318.7
2907,320.2,320.7,319.7
2908,352.7,359.7,345.7
2909,364.7,359.7,369.7
2910,353.2,358.7,347.7
2911,370.2,419.7,320.7
2912,339.7,359.7,319.7
2913,349.7,319.7,379.7
2914,338.7,340.7,336.7
2915,378.7,387.7,369.7
2916,325.2,330.7,319.7
2917,319.2,318.7,319.7
2918,339.7,320.7,358.7
2919,344.7,369.7,319.7
2920,343.7,357.7,329.7
2921,362.2,358.7,365.7
2922,339.7,349.7,329.7
2923,349.2,359.7,338.7
2924,330.7,320.7,340.7
2925,353.7,346.7,360.7
2926,329.7,367.7,291.7
2927,325.7,330.7,320.7
2928,354.7,388.7,320.7
2929,353.2,365.7,340.7
2930,343.2,329.7,356.7
2931,368.7,370.7,366.7
2932,340.2,358.7,321.7
2933,355.2,320.7,389.7
2934,344.2,359.7,328.7
2935,335.7,327.7,343.7
2936,360.7,394.7,326.7
2937,325.7,318.7,332.7
2938,340.2,359.7,320.7
2939,340.7,360.7,320.7
2940,325.2,330.7,319.7
2941,320.2,319.7,320.7
2942,327.2,333.7,320.7
2943,330.7,330.7,330.7
2944,325.7,329.7,321.7
2945,324.7,320.7,328.7
2946,345.7,320.7,370.7
2947,341.7,363.7,319.7
2948,361.2,361.7,360.7
2949,354.7,368.7,340.7
2950,345.2,360.7,329.7
2951,325.2,329.7,320.7
2952,364.7,368.7,360.7
2953,344.7,369.7,319.7
2954,345.2,319.7,370.7
2955,343.7,367.7,319.7
2956,346.2,330.7,361.7
2957,345.7,330.7,360.7
2958,324.7,330.7,318.7
2959,320.2,320.7,319.7
2960,349.2,358.7,339.7
2961,362.7,379.7,345.7
2962,360.2,359.7,360.7
2963,340.7,361.7,319.7
2964,339.7,358.7,320.7
2965,377.7,386.7,368.7
2966,300.2,280.7,319.7
2967,329.2,319.7,338.7
2968,339.2,338.7,339.7
2969,349.2,378.7,319.7
2970,381.7,399.7,363.7
2971,323.7,319.7,327.7
2972,374.2,379.7,368.7
2973,354.7,389.7,319.7
2974,339.7,359.7,319.7
2975,350.7,320.7,380.7
2976,364.7,369.7,359.7
2977,349.7,339.7,359.7
2978,344.2,359.7,328.7
2979,360.7,360.7,360.7
2980,325.2,320.7,329.7
2981,337.7,329.7,345.7
2982,359.2,358.7,359.7
2983,339.7,358.7,320.7
2984,344.7,359.7,329.7
2985,340.2,360.7,319.7
2986,344.7,319.7,369.7
2987,375.2,410.7,339.7
2988,325.2,330.7,319.7
2989,331.2,330.7,331.7
2990,325.2,319.7,330.7
2991,327.2,333.7,320.7
2992,341.2,360.7,321.7
2993,344.2,358.7,329.7
2994,344.2,368.7,319.7
2995,358.7,358.7,358.7
2996,325.7,329.7,321.7
2997,330.2,320.7,339.7
2998,329.2,319.7,338.7
2999,358.2,370.7,345.7
3000,362.7,360.7,364.7
3001,346.2,361.7,330.7
3002,331.7,321.7,341.7
3003,357.7,395.7,319.7
3004,357.7,359.7,355.7
3005,353.7,369.7,337.7
3006,386.7,394.7,378.7
3007,341.7,321.7,361.7
3008,332.2,333.7,330.7
3009,340.7,360.7,320.7
3010,349.2,377.7,320.7
3011,360.2,370.7,349.7
3012,352.7,320.7,384.7
3013,360.7,361.7,359.7
3014,365.7,360.7,370.7
3015,342.7,326.7,358.7
3016,325.2,329.7,320.7
3017,335.2,320.7,349.7
3018,364.2,368.7,359.7
3019,373.2,359.7,386.7
3020,330.2,320.7,339.7
3021,324.7,328.7,320.7
3022,360.7,360.7,360.7
3023,340.2,359.7,320.7
3024,328.7,321.7,335.7
3025,365.2,360.7,369.7
3026,343.2,320.7,365.7
3027,330.2,319.7,340.7
3028,350.7,360.7,340.7
3029,358.2,357.7,358.7
3030,353.7,378.7,328.7
3031,304.7,280.7,328.7
3032,339.7,358.7,320.7
3033,339.2,328.7,349.7
3034,357.2,354.7,359.7
3035,324.7,328.7,320.7
3036,359.2,358.7,359.7
3037,320.2,320.7,319.7
3038,335.2,339.7,330.7
3039,340.2,358.7,321.7
3040,360.2,359.7,360.7
3041,369.2,358.7,379.7
3042,330.7,320.7,340.7
3043,300.7,281.7,319.7
3044,319.7,319.7,319.7
3045,339.7,320.7,358.7
3046,333.7,337.7,329.7
3047,347.2,373.7,320.7
3048,374.2,368.7,379.7
3049,320.7,320.7,320.7
3050,334.7,319.7,349.7
3051,354.2,368.7,339.7
3052,379.2,389.7,368.7
3053,340.2,319.7,360.7
3054,346.7,367.7,325.7
3055,334.7,350.7,318.7
3056,364.2,358.7,369.7
3057,349.2,358.7,339.7
3058,338.7,358.7,318.7
3059,340.7,360.7,320.7
3060,350.2,369.7,330.7
3061,360.2,360.7,359.7
3062,357.7,354.7,360.7
3063,320.2,320.7,319.7
3064,345.2,369.7,320.7
3065,365.2,320.7,409.7
3066,321.7,321.7,321.7
3067,345.7,330.7,360.7
3068,349.7,368.7,330.7
3069,340.7,321.7,359.7
3070,325.7,330.7,320.7
3071,354.2,348.7,359.7
3072,323.2,320.7,325.7
3073,327.7,334.7,320.7
3074,374.7,379.7,369.7
3075,364.2,368.7,359.7
3076,345.2,359.7,330.7
3077,352.7,364.7,340.7
3078,344.2,368.7,319.7
3079,344.7,359.7,329.7
3080,387.7,398.7,376.7
3081,366.2,361.7,370.7
3082,324.2,329.7,318.7
3083,343.7,368.7,318.7
3084,344.2,319.7,368.7
3085,350.2,330.7,369.7
3086,320.2,319.7,320.7
3087,330.2,340.7,319.7
3088,329.7,329.7,329.7
3089,323.2,321.7,324.7
3090,348.7,358.7,338.7
3091,345.2,330.7,359.7
3092,328.2,330.7,325.7
3093,345.7,360.7,330.7
3094,340.2,359.7,320.7
3095,358.7,358.7,358.7
3096,364.2,398.7,329.7
3097,340.2,361.7,318.7
3098,360.7,319.7,401.7
3099,345.2,360.7,329.7
3100,351.2,319.7,382.7
3101,340.2,359.7,320.7
3102,354.7,359.7,349.7
3103,359.2,396.7,321.7
3104,372.2,422.7,321.7
3105,369.7,379.7,359.7
3106,364.2,378.7,349.7
3107,359.7,389.7,329.7
3108,354.7,389.7,319.7
3109,340.2,358.7,321.7
3110,339.2,357.7,320.7
3111,354.7,388.7,320.7
3112,339.7,359.7,319.7
3113,344.7,359.7,329.7
3114,331.7,341.7,321.7
3115,355.7,380.7,330.7
3116,320.2,320.7,319.7
3117,340.2,359.7,320.7
3118,344.2,366.7,321.7
3119,344.7,330.7,358.7
3120,338.7,356.7,320.7
3121,320.7,321.7,319.7
3122,364.2,369.7,358.7
3123,320.7,320.7,320.7
3124,349.7,359.7,339.7
3125,356.7,388.7,324.7
3126,378.7,397.7,359.7
3127,345.7,332.7,358.7
3128,325.7,329.7,321.7
3129,357.2,373.7,340.7
3130,358.7,368.7,348.7
3131,349.2,357.7,340.7
3132,340.7,360.7,320.7
3133,345.7,331.7,359.7
3134,354.2,387.7,320.7
3135,364.7,359.7,369.7
3136,320.2,319.7,320.7
3137,319.7,318.7,320.7
3138,319.7,319.7,319.7
3139,321.2,321.7,320.7
3140,321.2,321.7,320.7
3141,340.2,359.7,320.7
3142,350.2,319.7,380.7
3143,325.2,320.7,329.7
3144,345.2,369.7,320.7
3145,354.7,388.7,320.7
3146,320.7,320.7,320.7
3147,330.7,319.7,341.7
3148,319.7,319.7,319.7
3149,319.2,318.7,319.7
3150,350.7,335.7,365.7
3151,357.2,359.7,354.7
3152,339.7,320.7,358.7
3153,340.2,349.7,330.7
3154,320.7,320.7,320.7
3155,357.2,380.7,333.7
3156,364.2,358.7,369.7
3157,350.7,358.7,342.7
3158,340.2,340.7,339.7
3159,339.2,359.7,318.7
3160,346.2,370.7,321.7
3161,340.2,359.7,320.7
3162,339.2,358.7,319.7
3163,360.2,361.7,358.7
3164,370.2,360.7,379.7
3165,345.2,359.7,330.7
3166,341.2,361.7,320.7
3167,364.2,369.7,358.7
3168,320.2,319.7,320.7
3169,369.2,359.7,378.7
3170,330.7,320.7,340.7
3171,320.2,320.7,319.7
3172,360.2,360.7,359.7
3173,352.2,359.7,344.7
3174,354.2,369.7,338.7
3175,336.2,350.7,321.7
3176,369.2,379.7,358.7
3177,329.7,340.7,318.7
3178,340.2,359.7,320.7
3179,349.2,368.7,329.7
3180,359.7,358.7,360.7
3181,359.2,378.7,339.7
3182,350.2,330.7,369.7
3183,364.2,359.7,368.7
3184,320.2,320.7,319.7
3185,354.7,368.7,340.7
3186,357.2,393.7,320.7
3187,330.7,330.7,330.7
3188,323.2,319.7,326.7
3189,360.7,359.7,361.7
3190,320.2,320.7,319.7
3191,356.7,359.7,353.7
3192,342.2,363.7,320.7
3193,362.2,358.7,365.7
3194,341.2,361.7,320.7
3195,320.2,320.7,319.7
3196,325.2,320.7,329.7
3197,340.2,359.7,320.7
3198,319.7,319.7,319.7
3199,319.7,318.7,320.7
3200,374.2,350.7,397.7
3201,350.2,379.7,320.7
3202,360.2,359.7,360.7
3203,325.7,320.7,330.7
3204,355.7,340.7,370.7
3205,354.7,358.7,350.7
3206,339.7,359.7,319.7
3207,320.7,320.7,320.7
3208,344.2,358.7,329.7
3209,329.7,339.7,319.7
3210,346.2,361.7,330.7
3211,325.2,329.7,320.7
3212,346.2,361.7,330.7
3213,364.7,370.7,358.7
3214,320.2,319.7,320.7
3215,370.7,367.7,373.7
3216,319.2,318.7,319.7
3217,346.2,371.7,320.7
3218,357.7,384.7,330.7
3219,332.2,330.7,333.7
3220,339.2,357.7,320.7
3221,333.7,335.7,331.7
3222,340.2,360.7,319.7
3223,325.2,330.7,319.7
3224,345.7,320.7,370.7
3225,374.2,359.7,388.7
3226,335.2,349.7,320.7
3227,340.2,359.7,320.7
3228,360.7,360.7,360.7
3229,330.7,320.7,340.7
3230,337.7,355.7,319.7
3231,334.2,347.7,320.7
3232,350.7,359.7,341.7
3233,339.7,318.7,360.7
3234,377.2,365.7,388.7
3235,339.2,358.7,319.7
3236,344.7,368.7,320.7
3237,364.7,379.7,349.7
3238,355.2,379.7,330.7
3239,358.7,338.7,378.7
3240,347.7,365.7,329.7
3241,345.2,359.7,330.7
3242,350.7,340.7,360.7
3243,347.7,359.7,335.7
3244,339.7,358.7,320.7
3245,346.7,361.7,331.7
3246,355.2,379.7,330.7
3247,343.7,357.7,329.7
3248,320.2,320.7,319.7
3249,346.2,360.7,331.7
3250,345.7,320.7,370.7
3251,345.2,369.7,320.7
3252,345.2,369.7,320.7
3253,352.7,346.7,358.7
3254,364.7,359.7,369.7
3255,340.7,320.7,360.7
3256,349.2,379.7,318.7
3257,360.7,370.7,350.7
3258,345.2,369.7,320.7
3259,339.2,358.7,319.7
3260,354.7,368.7,340.7
3261,340.2,320.7,359.7
3262,360.2,360.7,359.7
3263,349.7,359.7,339.7
3264,345.2,359.7,330.7
3265,360.2,401.7,318.7
3266,346.2,372.7,319.7
3267,370.2,350.7,389.7
3268,345.2,359.7,330.7
3269,343.7,320.7,366.7
3270,325.7,330.7,320.7
3271,345.2,368.7,321.7
3272,339.7,359.7,319.7
3273,364.2,375.7,352.7
3274,320.2,320.7,319.7
3275,353.7,338.7,368.7
3276,340.7,320.7,360.7
3277,359.2,359.7,358.7
3278,356.7,354.7,358.7
3279,345.7,350.7,340.7
3280,338.7,358.7,318.7
3281,366.7,374.7,358.7
3282,325.7,320.7,330.7
3283,341.2,361.7,320.7
3284,370.7,381.7,359.7
3285,341.2,362.7,319.7
3286,325.2,329.7,320.7
3287,319.7,319.7,319.7
3288,335.2,349.7,320.7
3289,374.2,369.7,378.7
3290,346.7,321.7,371.7
3291,335.2,349.7,320.7
3292,337.2,340.7,333.7
3293,350.2,330.7,369.7
3294,354.7,378.7,330.7
3295,320.2,319.7,320.7
3296,325.2,329.7,320.7
3297,324.7,329.7,319.7
3298,340.2,359.7,320.7
3299,344.7,359.7,329.7
3300,328.2,320.7,335.7
3301,407.7,456.7,358.7
3302,354.7,368.7,340.7
3303,344.7,359.7,329.7
3304,345.2,319.7,370.7
3305,339.2,358.7,319.7
3306,340.7,360.7,320.7
3307,345.2,359.7,330.7
3308,374.2,369.7,378.7
3309,378.7,377.7,379.7
3310,350.2,379.7,320.7
3311,325.2,318.7,331.7
3312,339.7,358.7,320.7
3313,324.7,329.7,319.7
3314,365.2,399.7,330.7
3315,360.7,360.7,360.7
3316,345.2,369.7,320.7
3317,358.2,396.7,319.7
3318,344.7,359.7,329.7
3319,325.2,319.7,330.7
3320,338.7,358.7,318.7
3321,336.7,350.7,322.7
3322,374.2,378.7,369.7
3323,359.2,359.7,358.7
3324,319.7,319.7,319.7
3325,346.2,360.7,331.7
3326,325.2,318.7,331.7
3327,340.2,359.7,320.7
3328,341.7,361.7,321.7
3329,335.7,340.7,330.7
3330,344.7,329.7,359.7
3331,366.7,399.7,333.7
3332,325.7,330.7,320.7
3333,320.2,319.7,320.7
3334,336.2,351.7,320.7
3335,330.2,320.7,339.7
3336,346.7,360.7,332.7
3337,341.7,321.7,361.7
3338,319.7,319.7,319.7
3339,324.2,319.7,328.7
3340,340.2,360.7,319.7
3341,339.2,357.7,320.7
3342,335.7,330.7,340.7
3343,375.7,361.7,389.7
3344,345.7,360.7,330.7
3345,324.7,329.7,319.7
3346,320.7,319.7,321.7
3347,348.7,370.7,326.7
3348,362.2,320.7,403.7
3349,355.2,388.7,321.7
3350,340.7,359.7,321.7
3351,305.7,280.7,330.7
3352,358.7,396.7,320.7
3353,330.7,340.7,320.7
3354,342.7,359.7,325.7
3355,347.7,375.7,319.7
3356,321.2,320.7,321.7
3357,340.2,320.7,359.7
3358,330.2,330.7,329.7
3359,346.7,320.7,372.7
3360,351.7,369.7,333.7
3361,325.7,320.7,330.7
3362,348.7,358.7,338.7
3363,349.7,319.7,379.7
3364,339.2,339.7,338.7
3365,337.2,329.7,344.7
3366,364.2,358.7,369.7
3367,379.2,388.7,369.7
3368,346.2,361.7,330.7
3369,320.7,320.7,320.7
3370,341.2,321.7,360.7
3371,344.2,357.7,330.7
3372,339.2,357.7,320.7
3373,324.7,328.7,320.7
3374,349.7,358.7,340.7
3375,344.2,328.7,359.7
3376,349.7,379.7,319.7
3377,365.2,380.7,349.7
3378,303.2,318.7,287.7
3379,334.2,348.7,319.7
3380,350.2,360.7,339.7
3381,332.2,328.7,335.7
3382,325.7,320.7,330.7
3383,338.7,357.7,319.7
3384,320.2,319.7,320.7
3385,330.7,321.7,339.7
3386,340.2,361.7,318.7
3387,340.2,359.7,320.7
3388,334.2,320.7,347.7
3389,349.7,339.7,359.7
3390,325.2,330.7,319.7
3391,359.7,379.7,339.7
3392,344.7,368.7,320.7
3393,330.2,319.7,340.7
3394,364.2,360.7,367.7
3395,356.7,393.7,319.7
3396,319.7,319.7,319.7
3397,341.7,360.7,322.7
3398,341.2,320.7,361.7
3399,359.7,360.7,358.7
3400,339.7,359.7,319.7
3401,325.2,320.7,329.7
3402,319.7,319.7,319.7
3403,359.7,360.7,358.7
3404,359.7,358.7,360.7
3405,359.2,370.7,347.7
3406,340.7,359.7,321.7
3407,320.2,319.7,320.7
3408,372.2,379.7,364.7
3409,340.7,360.7,320.7
3410,329.7,339.7,319.7
3411,362.2,369.7,354.7
3412,325.2,319.7,330.7
3413,325.2,329.7,320.7
3414,348.7,358.7,338.7
3415,379.2,388.7,369.7
3416,330.7,340.7,320.7
3417,352.2,363.7,340.7
3418,354.2,368.7,339.7
3419,345.2,360.7,329.7
3420,345.7,320.7,370.7
3421,365.7,370.7,360.7
3422,330.2,320.7,339.7
3423,325.7,330.7,320.7
3424,386.2,410.7,361.7
3425,329.7,328.7,330.7
3426,329.2,329.7,328.7
3427,340.2,359.7,320.7
3428,329.7,320.7,338.7
3429,359.7,359.7,359.7
3430,341.2,361.7,320.7
3431,344.2,319.7,368.7
3432,324.7,319.7,329.7
3433,343.2,365.7,320.7
3434,334.2,337.7,330.7
3435,340.7,360.7,320.7
3436,342.7,320.7,364.7
3437,364.7,368.7,360.7
3438,340.2,359.7,320.7
3439,369.7,380.7,358.7
3440,328.7,338.7,318.7
3441,358.2,395.7,320.7
3442,320.2,320.7,319.7
3443,345.2,338.7,351.7
3444,344.2,319.7,368.7
3445,364.2,369.7,358.7
3446,331.2,341.7,320.7
3447,339.2,358.7,319.7
3448,339.2,338.7,339.7
3449,330.2,339.7,320.7
3450,320.7,320.7,320.7
3451,319.7,319.7,319.7
3452,369.2,359.7,378.7
3453,320.7,320.7,320.7
3454,326.2,321.7,330.7
3455,320.2,319.7,320.7
3456,345.7,331.7,359.7
3457,375.7,371.7,379.7
3458,360.2,359.7,360.7
3459,340.7,321.7,359.7
3460,349.2,377.7,320.7
3461,332.7,345.7,319.7
3462,320.2,319.7,320.7
3463,342.7,320.7,364.7
3464,341.2,360.7,321.7
3465,335.2,319.7,350.7
3466,328.2,320.7,335.7
3467,330.7,320.7,340.7
3468,359.7,359.7,359.7
3469,339.7,359.7,319.7
3470,341.2,361.7,320.7
3471,340.2,359.7,320.7
3472,349.7,361.7,337.7
3473,344.7,359.7,329.7
3474,330.2,339.7,320.7
3475,374.7,379.7,369.7
3476,327.2,318.7,335.7
3477,320.2,321.7,318.7
3478,339.2,358.7,319.7
3479,353.2,319.7,386.7
3480,320.7,320.7,320.7
3481,352.2,367.7,336.7
3482,320.2,319.7,320.7
3483,324.2,319.7,328.7
3484,331.7,341.7,321.7
3485,330.2,319.7,340.7
3486,339.2,359.7,318.7
3487,340.2,359.7,320.7
3488,360.2,360.7,359.7
3489,345.2,359.7,330.7
3490,344.2,319.7,368.7
3491,335.2,330.7,339.7
3492,368.7,357.7,379.7
3493,340.2,319.7,360.7
3494,344.7,359.7,329.7
3495,324.7,319.7,329.7
3496,337.2,319.7,354.7
3497,322.2,323.7,320.7
3498,344.7,368.7,320.7
3499,340.2,359.7,320.7
3500,320.7,321.7,319.7
3501,342.7,358.7,326.7
3502,334.7,319.7,349.7
3503,344.2,368.7,319.7
3504,340.2,360.7,319.7
3505,339.2,320.7,357.7
3506,335.7,330.7,340.7
3507,365.7,400.7,330.7
3508,361.7,403.7,319.7
3509,347.7,369.7,325.7
3510,354.7,360.7,348.7
3511,338.7,320.7,356.7
3512,353.2,384.7,321.7
3513,360.7,371.7,349.7
3514,330.7,340.7,320.7
3515,320.2,319.7,320.7
3516,369.7,388.7,350.7
3517,330.2,320.7,339.7
3518,340.7,320.7,360.7
3519,360.2,359.7,360.7
3520,355.2,380.7,329.7
3521,365.2,360.7,369.7
3522,321.2,321.7,320.7
3523,319.7,319.7,319.7
3524,349.7,379.7,319.7
3525,340.2,318.7,361.7
3526,341.2,360.7,321.7
3527,386.7,375.7,397.7
3528,344.2,369.7,318.7
3529,348.7,378.7,318.7
3530,325.2,329.7,320.7
3531,325.7,330.7,320.7
3532,320.2,320.7,319.7
3533,348.2,319.7,376.7
3534,350.7,341.7,359.7
3535,339.7,359.7,319.7
3536,325.2,359.7,290.7
3537,344.2,318.7,369.7
3538,355.2,349.7,360.7
3539,354.2,388.7,319.7
3540,320.7,320.7,320.7
3541,340.7,359.7,321.7
3542,339.2,359.7,318.7
3543,345.7,370.7,320.7
3544,350.7,372.7,328.7
3545,349.7,378.7,320.7
3546,349.2,318.7,379.7
3547,329.7,340.7,318.7
3548,361.2,352.7,369.7
3549,346.7,357.7,335.7
3550,357.7,378.7,336.7
3551,350.7,380.7,320.7
3552,325.2,330.7,319.7
3553,359.7,368.7,350.7
3554,319.2,319.7,318.7
3555,322.7,318.7,326.7
3556,325.7,329.7,321.7
3557,324.7,328.7,320.7
3558,336.2,340.7,331.7
3559,344.7,359.7,329.7
3560,341.2,360.7,321.7
3561,358.2,350.7,365.7
3562,334.7,338.7,330.7
3563,333.2,330.7,335.7
3564,338.7,357.7,319.7
3565,340.7,321.7,359.7
3566,350.7,369.7,331.7
3567,328.7,319.7,337.7
3568,324.2,329.7,318.7
3569,358.7,358.7,358.7
3570,363.7,368.7,358.7
3571,320.2,319.7,320.7
3572,362.2,403.7,320.7
3573,354.7,388.7,320.7
3574,360.2,359.7,360.7
3575,338.2,345.7,330.7
3576,346.2,361.7,330.7
3577,320.2,320.7,319.7
